Lead City,Sales Date,Sales Week,Leads Created,Leads accepted,Qualify_Confirm_Lead,Select_Partner,Install_Request,Installed
City 1,17-10-2019,14-10-2019,34,23,18,13,12,10
City 1,18-10-2019,14-10-2019,3,3,3,3,4,1
City 1,18-10-2019,14-10-2019,194,180,55,48,45,41
City 1,18-10-2019,14-10-2019,21,21,20,13,10,9
City 1,19-10-2019,14-10-2019,5,5,5,5,5,6
City 1,19-10-2019,14-10-2019,238,227,57,57,53,40
City 1,19-10-2019,14-10-2019,30,18,18,11,12,12
City 1,20-10-2019,14-10-2019,4,4,4,4,4,3
City 1,20-10-2019,14-10-2019,246,220,67,61,61,75
City 1,20-10-2019,14-10-2019,24,16,16,12,11,13
City 1,21-10-2019,21-10-2019,2,2,0,0,0,1
City 1,21-10-2019,21-10-2019,91,84,37,28,28,21
City 1,21-10-2019,21-10-2019,35,22,21,12,10,6
City 1,22-10-2019,21-10-2019,7,7,6,6,6,6
City 1,22-10-2019,21-10-2019,170,151,40,39,36,32
City 1,22-10-2019,21-10-2019,30,14,14,7,4,6
City 1,23-10-2019,21-10-2019,3,3,3,3,3,2
City 1,23-10-2019,21-10-2019,185,170,52,46,47,45
City 1,23-10-2019,21-10-2019,31,20,17,9,10,7
City 1,24-10-2019,21-10-2019,1,1,1,1,1,2
City 1,24-10-2019,21-10-2019,133,116,45,44,40,36
City 1,24-10-2019,21-10-2019,31,20,16,15,13,9
City 1,25-10-2019,21-10-2019,4,4,4,4,4,2
City 1,25-10-2019,21-10-2019,64,62,40,33,31,27
City 1,25-10-2019,21-10-2019,24,17,17,10,10,9
City 1,26-10-2019,21-10-2019,3,3,3,3,2,3
City 1,26-10-2019,21-10-2019,71,62,37,34,34,34
City 1,26-10-2019,21-10-2019,17,13,13,8,6,4
City 1,27-10-2019,21-10-2019,21,16,16,11,8,14
City 1,27-10-2019,21-10-2019,8,5,5,1,3,3
City 1,28-10-2019,28-10-2019,5,5,5,5,5,3
City 1,28-10-2019,28-10-2019,43,24,19,15,15,10
City 1,28-10-2019,28-10-2019,14,7,6,2,2,2
City 1,29-10-2019,28-10-2019,0,0,0,0,0,1
City 1,29-10-2019,28-10-2019,72,57,43,39,37,16
City 1,29-10-2019,28-10-2019,17,15,13,4,3,2
City 1,30-10-2019,28-10-2019,3,3,3,3,3,3
City 1,30-10-2019,28-10-2019,90,81,52,38,39,32
City 1,30-10-2019,28-10-2019,22,19,19,10,11,6
City 1,31-10-2019,28-10-2019,4,4,3,3,3,3
City 1,31-10-2019,28-10-2019,188,167,70,62,66,42
City 1,31-10-2019,28-10-2019,22,18,18,6,6,6
City 1,1/11/19,28-10-2019,5,4,4,4,4,4
City 1,1/11/19,28-10-2019,171,149,63,55,53,47
City 1,1/11/19,28-10-2019,27,17,17,5,5,7
City 1,2/11/19,28-10-2019,5,5,5,5,5,5
City 1,2/11/19,28-10-2019,136,117,66,54,53,49
City 1,2/11/19,28-10-2019,33,21,21,16,15,6
City 1,3/11/19,28-10-2019,19,17,15,15,15,9
City 1,3/11/19,28-10-2019,177,163,74,60,58,67
City 1,3/11/19,28-10-2019,36,17,16,16,12,14
City 1,4/11/19,4/11/19,4,4,5,4,4,7
City 1,4/11/19,4/11/19,147,133,46,30,27,33
City 1,4/11/19,4/11/19,44,30,29,15,17,14
City 1,5/11/19,4/11/19,12,12,12,12,11,8
City 1,5/11/19,4/11/19,205,190,61,51,48,34
City 1,5/11/19,4/11/19,32,23,22,13,13,15
City 1,6/11/19,4/11/19,5,5,5,4,4,5
City 1,6/11/19,4/11/19,234,211,55,50,50,42
City 1,6/11/19,4/11/19,31,31,30,15,14,7
City 1,7/11/19,4/11/19,8,6,4,4,4,2
City 1,7/11/19,4/11/19,197,179,71,58,52,41
City 1,7/11/19,4/11/19,24,15,14,4,3,6
City 1,8/11/19,4/11/19,1,0,0,0,0,0
City 1,8/11/19,4/11/19,193,168,37,36,35,37
City 1,8/11/19,4/11/19,33,26,22,10,10,11
City 1,9/11/19,4/11/19,15,15,13,13,13,14
City 1,9/11/19,4/11/19,174,141,66,53,52,44
City 1,9/11/19,4/11/19,38,24,25,27,21,19
City 1,10/11/19,4/11/19,4,4,4,4,4,3
City 1,10/11/19,4/11/19,156,144,80,65,65,82
City 1,10/11/19,4/11/19,31,25,26,16,16,19
City 1,11/11/19,11/11/19,3,3,3,3,3,5
City 1,11/11/19,11/11/19,140,130,44,32,34,30
City 1,11/11/19,11/11/19,39,23,21,12,11,8
City 1,12/11/19,11/11/19,6,6,6,6,5,4
City 1,12/11/19,11/11/19,188,163,75,62,60,48
City 1,12/11/19,11/11/19,41,24,20,12,10,11
City 1,13-11-2019,11/11/19,2,2,2,2,3,4
City 1,13-11-2019,11/11/19,317,295,52,51,47,35
City 1,13-11-2019,11/11/19,40,30,26,12,8,8
City 1,14-11-2019,11/11/19,11,10,5,5,5,2
City 1,14-11-2019,11/11/19,248,228,61,48,46,43
City 1,14-11-2019,11/11/19,32,26,24,11,11,10
City 1,15-11-2019,11/11/19,9,9,4,4,4,4
City 1,15-11-2019,11/11/19,200,183,38,35,35,34
City 1,15-11-2019,11/11/19,31,20,20,14,12,5
City 1,16-11-2019,11/11/19,6,6,4,4,3,4
City 1,16-11-2019,11/11/19,296,270,77,65,61,56
City 1,16-11-2019,11/11/19,40,25,22,9,9,10
City 1,17-11-2019,11/11/19,14,12,12,12,12,8
City 1,17-11-2019,11/11/19,279,262,67,58,57,68
City 1,17-11-2019,11/11/19,39,29,26,21,20,23
City 1,18-11-2019,18-11-2019,3,3,3,3,3,3
City 1,18-11-2019,18-11-2019,186,168,42,38,36,28
City 1,18-11-2019,18-11-2019,32,18,17,6,5,4
City 1,19-11-2019,18-11-2019,3,3,3,3,3,3
City 1,19-11-2019,18-11-2019,281,265,50,42,35,32
City 1,19-11-2019,18-11-2019,28,17,18,14,10,5
City 1,20-11-2019,18-11-2019,1,1,1,1,1,5
City 1,20-11-2019,18-11-2019,158,141,38,30,30,32
City 1,20-11-2019,18-11-2019,30,23,22,9,8,13
City 1,21-11-2019,18-11-2019,9,9,9,9,9,8
City 1,21-11-2019,18-11-2019,214,194,39,34,34,29
City 1,21-11-2019,18-11-2019,19,17,16,6,7,6
City 1,22-11-2019,18-11-2019,6,6,6,6,6,4
City 1,22-11-2019,18-11-2019,135,121,62,50,47,35
City 1,22-11-2019,18-11-2019,42,27,23,14,14,9
City 1,23-11-2019,18-11-2019,9,8,4,4,4,6
City 1,23-11-2019,18-11-2019,169,150,66,52,50,52
City 1,23-11-2019,18-11-2019,33,19,17,14,12,11
City 1,24-11-2019,18-11-2019,3,3,3,3,3,2
City 1,24-11-2019,18-11-2019,202,180,70,58,56,68
City 1,24-11-2019,18-11-2019,33,20,16,10,9,15
City 1,25-11-2019,25-11-2019,6,6,6,6,6,7
City 1,25-11-2019,25-11-2019,107,98,25,18,17,19
City 1,25-11-2019,25-11-2019,15,12,12,9,5,4
City 1,26-11-2019,25-11-2019,3,3,3,3,3,3
City 1,26-11-2019,25-11-2019,204,189,40,35,36,24
City 1,26-11-2019,25-11-2019,22,15,11,6,4,3
City 1,27-11-2019,25-11-2019,12,10,9,9,8,7
City 1,27-11-2019,25-11-2019,204,190,39,32,28,20
City 1,27-11-2019,25-11-2019,31,25,25,15,14,5
City 1,28-11-2019,25-11-2019,2,2,3,3,3,2
City 1,28-11-2019,25-11-2019,163,148,44,37,38,24
City 1,28-11-2019,25-11-2019,25,20,21,10,9,9
City 1,29-11-2019,25-11-2019,4,4,4,4,4,4
City 1,29-11-2019,25-11-2019,149,143,36,36,34,28
City 1,29-11-2019,25-11-2019,25,18,17,9,7,4
City 1,30-11-2019,25-11-2019,10,8,5,5,5,4
City 1,30-11-2019,25-11-2019,150,129,53,48,45,42
City 1,30-11-2019,25-11-2019,25,16,14,14,11,6
City 1,1/12/19,25-11-2019,6,5,4,4,4,4
City 1,1/12/19,25-11-2019,136,115,63,55,55,70
City 1,1/12/19,25-11-2019,32,26,25,16,15,21
City 1,2/12/19,2/12/19,5,4,4,4,4,3
City 1,2/12/19,2/12/19,98,89,43,32,34,26
City 1,2/12/19,2/12/19,29,19,19,10,7,7
City 1,3/12/19,2/12/19,9,6,5,5,5,6
City 1,3/12/19,2/12/19,112,103,38,26,24,20
City 1,3/12/19,2/12/19,33,22,20,10,11,12
City 1,4/12/19,2/12/19,7,7,7,6,6,3
City 1,4/12/19,2/12/19,219,196,39,36,34,26
City 1,4/12/19,2/12/19,40,20,19,8,10,9
City 1,5/12/19,2/12/19,17,16,5,6,6,7
City 1,5/12/19,2/12/19,292,273,58,48,47,31
City 1,5/12/19,2/12/19,45,33,24,17,16,10
City 1,6/12/19,2/12/19,9,8,7,7,6,7
City 1,6/12/19,2/12/19,230,208,44,38,39,39
City 1,6/12/19,2/12/19,24,20,18,10,8,9
City 1,7/12/19,2/12/19,14,14,13,13,14,10
City 1,7/12/19,2/12/19,269,240,70,56,55,58
City 1,7/12/19,2/12/19,22,16,17,15,16,16
City 1,8/12/19,2/12/19,8,7,7,7,7,8
City 1,8/12/19,2/12/19,155,140,82,71,69,71
City 1,8/12/19,2/12/19,33,23,22,20,15,19
City 1,9/12/19,9/12/19,13,13,3,3,3,4
City 1,9/12/19,9/12/19,98,88,60,43,41,29
City 1,9/12/19,9/12/19,28,17,17,9,9,7
City 1,10/12/19,9/12/19,9,8,9,9,8,6
City 1,10/12/19,9/12/19,125,110,42,42,41,37
City 1,10/12/19,9/12/19,36,19,17,9,6,7
City 1,11/12/19,9/12/19,3,2,2,1,2,4
City 1,11/12/19,9/12/19,196,178,48,36,37,35
City 1,11/12/19,9/12/19,31,26,19,7,8,5
City 1,12/12/19,9/12/19,10,9,9,9,9,4
City 1,12/12/19,9/12/19,174,160,53,44,42,42
City 1,12/12/19,9/12/19,34,24,18,6,6,8
City 1,13-12-2019,9/12/19,3,3,3,3,3,4
City 1,13-12-2019,9/12/19,109,90,45,39,39,18
City 1,13-12-2019,9/12/19,37,31,27,14,12,12
City 1,14-12-2019,9/12/19,9,9,8,8,7,10
City 1,14-12-2019,9/12/19,150,133,86,76,74,50
City 1,14-12-2019,9/12/19,40,25,23,17,15,5
City 1,15-12-2019,9/12/19,5,5,5,5,5,6
City 1,15-12-2019,9/12/19,161,152,68,59,55,85
City 1,15-12-2019,9/12/19,48,30,29,19,19,23
City 1,16-12-2019,16-12-2019,5,5,6,6,5,6
City 1,16-12-2019,16-12-2019,106,89,39,35,35,38
City 1,16-12-2019,16-12-2019,38,23,23,9,8,6
City 1,17-12-2019,16-12-2019,8,8,8,8,7,4
City 1,17-12-2019,16-12-2019,163,142,43,38,35,25
City 1,17-12-2019,16-12-2019,40,26,16,10,8,11
City 1,18-12-2019,16-12-2019,7,6,5,5,6,3
City 1,18-12-2019,16-12-2019,151,131,52,48,50,36
City 1,18-12-2019,16-12-2019,32,28,18,6,6,6
City 1,19-12-2019,16-12-2019,9,8,9,9,9,8
City 1,19-12-2019,16-12-2019,219,198,54,43,39,42
City 1,19-12-2019,16-12-2019,33,22,16,10,9,7
City 1,20-12-2019,16-12-2019,10,9,7,7,6,5
City 1,20-12-2019,16-12-2019,127,110,59,49,48,35
City 1,20-12-2019,16-12-2019,18,17,18,12,11,9
City 1,21-12-2019,16-12-2019,8,7,7,7,8,10
City 1,21-12-2019,16-12-2019,155,133,81,75,75,67
City 1,21-12-2019,16-12-2019,37,19,19,13,11,12
City 1,22-12-2019,16-12-2019,7,7,5,5,5,7
City 1,22-12-2019,16-12-2019,189,172,79,67,65,64
City 1,22-12-2019,16-12-2019,33,21,20,14,13,16
City 1,23-12-2019,23-12-2019,7,6,6,6,5,5
City 1,23-12-2019,23-12-2019,94,77,33,26,26,41
City 1,23-12-2019,23-12-2019,32,20,20,9,7,8
City 1,24-12-2019,23-12-2019,2,2,2,2,2,2
City 1,24-12-2019,23-12-2019,134,125,46,38,36,30
City 1,24-12-2019,23-12-2019,31,22,20,16,11,7
City 1,25-12-2019,23-12-2019,8,7,7,7,7,8
City 1,25-12-2019,23-12-2019,154,136,66,55,55,41
City 1,25-12-2019,23-12-2019,35,26,26,12,14,13
City 1,26-12-2019,23-12-2019,2,2,2,2,2,3
City 1,26-12-2019,23-12-2019,155,136,51,45,43,38
City 1,26-12-2019,23-12-2019,41,32,27,15,8,6
City 1,27-12-2019,23-12-2019,4,4,3,3,2,1
City 1,27-12-2019,23-12-2019,55,50,47,31,31,27
City 1,27-12-2019,23-12-2019,25,18,16,9,10,8
City 1,28-12-2019,23-12-2019,9,9,8,8,8,8
City 1,28-12-2019,23-12-2019,164,142,88,78,76,64
City 1,28-12-2019,23-12-2019,28,20,18,12,13,11
City 1,29-12-2019,23-12-2019,7,7,6,6,7,6
City 1,29-12-2019,23-12-2019,250,226,86,57,56,72
City 1,29-12-2019,23-12-2019,24,17,16,10,10,12
City 1,30-12-2019,30-12-2019,6,6,5,5,5,4
City 1,30-12-2019,30-12-2019,136,127,58,44,40,30
City 1,30-12-2019,30-12-2019,28,17,16,9,8,3
City 1,31-12-2019,30-12-2019,9,7,7,7,6,6
City 1,31-12-2019,30-12-2019,140,127,64,57,57,50
City 1,31-12-2019,30-12-2019,23,19,17,9,10,12
City 1,1/1/20,30-12-2019,5,5,4,4,4,4
City 1,1/1/20,30-12-2019,36,33,35,24,25,28
City 1,1/1/20,30-12-2019,22,17,16,9,8,6
City 1,2/1/20,30-12-2019,5,5,5,5,5,4
City 1,2/1/20,30-12-2019,151,137,64,56,54,37
City 1,2/1/20,30-12-2019,18,15,15,8,8,9
City 1,3/1/20,30-12-2019,8,8,8,8,8,6
City 1,3/1/20,30-12-2019,157,134,60,49,44,41
City 1,3/1/20,30-12-2019,30,23,21,10,9,8
City 1,4/1/20,30-12-2019,15,15,13,13,13,13
City 1,4/1/20,30-12-2019,179,148,87,77,78,60
City 1,4/1/20,30-12-2019,53,34,27,15,13,11
City 1,5/1/20,30-12-2019,19,18,16,14,12,12
City 1,5/1/20,30-12-2019,149,134,86,73,68,85
City 1,5/1/20,30-12-2019,35,27,24,18,19,25
City 1,6/1/20,6/1/20,10,10,4,4,4,4
City 1,6/1/20,6/1/20,132,113,67,51,49,45
City 1,6/1/20,6/1/20,14,9,8,3,3,2
City 1,7/1/20,6/1/20,12,12,9,9,8,5
City 1,7/1/20,6/1/20,210,187,60,52,48,35
City 1,7/1/20,6/1/20,37,19,18,8,7,6
City 1,8/1/20,6/1/20,9,9,8,8,8,8
City 1,8/1/20,6/1/20,149,126,32,22,24,27
City 1,8/1/20,6/1/20,22,16,15,8,6,1
City 1,9/1/20,6/1/20,10,9,9,9,7,5
City 1,9/1/20,6/1/20,170,144,47,41,42,36
City 1,9/1/20,6/1/20,51,38,24,13,12,11
City 1,10/1/20,6/1/20,5,5,3,4,4,4
City 1,10/1/20,6/1/20,177,168,63,45,42,36
City 1,10/1/20,6/1/20,27,20,19,9,6,9
City 1,11/1/20,6/1/20,17,17,10,10,11,7
City 1,11/1/20,6/1/20,194,165,96,86,83,69
City 1,11/1/20,6/1/20,41,28,27,19,16,12
City 1,12/1/20,6/1/20,15,15,13,13,13,15
City 1,12/1/20,6/1/20,130,116,68,67,63,77
City 1,12/1/20,6/1/20,48,32,27,16,17,20
City 1,13-01-2020,13-01-2020,4,4,4,4,5,5
City 1,13-01-2020,13-01-2020,78,68,37,29,33,31
City 1,13-01-2020,13-01-2020,24,20,18,11,7,4
City 1,14-01-2020,13-01-2020,5,5,4,4,3,3
City 1,14-01-2020,13-01-2020,133,122,70,49,47,40
City 1,14-01-2020,13-01-2020,27,19,16,14,13,7
City 1,15-01-2020,13-01-2020,15,15,6,6,5,1
City 1,15-01-2020,13-01-2020,107,92,51,43,43,41
City 1,15-01-2020,13-01-2020,25,18,18,9,7,9
City 1,16-01-2020,13-01-2020,18,18,7,7,7,4
City 1,16-01-2020,13-01-2020,141,126,54,46,44,20
City 1,16-01-2020,13-01-2020,35,19,17,10,9,10
City 1,17-01-2020,13-01-2020,17,14,3,3,4,5
City 1,17-01-2020,13-01-2020,182,164,54,47,45,36
City 1,17-01-2020,13-01-2020,33,20,19,16,13,10
City 1,18-01-2020,13-01-2020,21,19,15,15,13,13
City 1,18-01-2020,13-01-2020,112,99,76,62,61,55
City 1,18-01-2020,13-01-2020,39,30,30,17,18,14
City 1,19-01-2020,13-01-2020,9,9,9,9,8,10
City 1,19-01-2020,13-01-2020,155,132,71,57,54,76
City 1,19-01-2020,13-01-2020,37,24,22,15,15,20
City 1,20-01-2020,20-01-2020,4,4,3,3,4,4
City 1,20-01-2020,20-01-2020,118,92,50,39,42,32
City 1,20-01-2020,20-01-2020,35,17,16,10,6,6
City 1,21-01-2020,20-01-2020,4,4,3,3,3,6
City 1,21-01-2020,20-01-2020,119,111,44,37,36,33
City 1,21-01-2020,20-01-2020,33,31,25,13,9,6
City 1,22-01-2020,20-01-2020,7,7,4,3,3,4
City 1,22-01-2020,20-01-2020,180,163,52,42,39,36
City 1,22-01-2020,20-01-2020,35,22,17,15,12,10
City 1,23-01-2020,20-01-2020,10,10,4,4,3,3
City 1,23-01-2020,20-01-2020,122,112,51,40,39,32
City 1,23-01-2020,20-01-2020,27,22,21,8,8,10
City 1,24-01-2020,20-01-2020,7,7,4,4,4,1
City 1,24-01-2020,20-01-2020,147,136,45,38,36,37
City 1,24-01-2020,20-01-2020,23,16,15,7,5,5
City 1,25-01-2020,20-01-2020,8,8,6,5,6,5
City 1,25-01-2020,20-01-2020,129,126,70,56,56,56
City 1,25-01-2020,20-01-2020,41,29,27,20,20,16
City 1,26-01-2020,20-01-2020,17,17,11,11,11,13
City 1,26-01-2020,20-01-2020,110,97,52,47,45,54
City 1,26-01-2020,20-01-2020,36,25,24,16,17,21
City 1,27-01-2020,27-01-2020,6,6,2,2,2,1
City 1,27-01-2020,27-01-2020,106,85,38,29,30,32
City 1,27-01-2020,27-01-2020,25,17,17,10,9,8
City 1,28-01-2020,27-01-2020,3,2,2,2,2,3
City 2,28-01-2020,27-01-2020,110,93,47,43,41,35
City 2,28-01-2020,27-01-2020,32,28,25,11,10,11
City 2,29-01-2020,27-01-2020,16,16,2,2,1,2
City 2,29-01-2020,27-01-2020,96,87,60,51,49,37
City 2,29-01-2020,27-01-2020,46,41,21,15,14,10
City 2,30-01-2020,27-01-2020,8,8,4,4,5,2
City 2,30-01-2020,27-01-2020,134,117,51,38,35,35
City 2,30-01-2020,27-01-2020,50,37,23,20,16,11
City 2,31-01-2020,27-01-2020,4,3,2,2,2,2
City 2,31-01-2020,27-01-2020,129,116,42,40,41,36
City 2,31-01-2020,27-01-2020,35,27,24,18,13,11
City 2,1/2/20,27-01-2020,12,12,6,6,4,6
City 2,1/2/20,27-01-2020,108,97,85,75,72,64
City 2,1/2/20,27-01-2020,61,52,35,25,25,20
City 2,2/2/20,27-01-2020,10,9,5,5,5,4
City 2,2/2/20,27-01-2020,169,158,73,64,63,69
City 2,2/2/20,27-01-2020,54,42,39,26,22,21
City 2,3/2/20,3/2/20,18,18,2,2,3,4
City 2,3/2/20,3/2/20,116,106,41,37,38,30
City 2,3/2/20,3/2/20,31,23,18,12,13,10
City 2,4/2/20,3/2/20,11,10,8,8,6,6
City 2,4/2/20,3/2/20,226,203,67,58,56,53
City 2,4/2/20,3/2/20,43,28,28,19,13,12
City 2,5/2/20,3/2/20,11,10,7,7,7,2
City 2,5/2/20,3/2/20,174,154,48,38,39,39
City 2,5/2/20,3/2/20,23,20,20,13,11,10
City 2,6/2/20,3/2/20,10,10,6,6,7,3
City 2,6/2/20,3/2/20,177,161,53,48,48,39
City 2,6/2/20,3/2/20,32,18,17,11,12,17
City 2,7/2/20,3/2/20,5,5,1,1,1,4
City 2,7/2/20,3/2/20,177,157,65,55,54,45
City 2,7/2/20,3/2/20,27,18,17,15,13,15
City 2,8/2/20,3/2/20,13,13,3,3,1,3
City 2,8/2/20,3/2/20,145,120,88,83,82,63
City 2,8/2/20,3/2/20,54,30,29,23,21,11
City 2,9/2/20,3/2/20,5,5,1,1,1,1
City 2,9/2/20,3/2/20,148,132,74,65,65,73
City 2,9/2/20,3/2/20,49,38,38,26,26,25
City 2,10/2/20,10/2/20,5,5,1,1,0,0
City 2,10/2/20,10/2/20,73,52,49,40,38,37
City 2,10/2/20,10/2/20,35,23,21,13,11,5
City 2,11/2/20,10/2/20,1,1,1,1,1,0
City 2,11/2/20,10/2/20,106,90,54,46,46,44
City 2,11/2/20,10/2/20,44,33,32,13,10,9
City 2,12/2/20,10/2/20,6,6,1,1,3,3
City 2,12/2/20,10/2/20,226,201,50,37,36,34
City 2,12/2/20,10/2/20,52,33,23,12,14,11
City 2,13-02-2020,10/2/20,6,6,4,4,3,1
City 2,13-02-2020,10/2/20,206,190,72,60,59,41
City 2,13-02-2020,10/2/20,44,34,30,17,16,13
City 2,14-02-2020,10/2/20,6,6,1,1,0,1
City 2,14-02-2020,10/2/20,135,118,50,38,36,36
City 2,14-02-2020,10/2/20,45,38,38,18,13,15
City 2,15-02-2020,10/2/20,1,1,2,2,3,5
City 2,15-02-2020,10/2/20,170,151,93,87,80,63
City 2,15-02-2020,10/2/20,62,44,33,18,21,21
City 2,16-02-2020,10/2/20,8,8,5,5,2,2
City 2,16-02-2020,10/2/20,170,150,72,67,65,84
City 2,16-02-2020,10/2/20,47,35,24,17,15,19
City 2,17-02-2020,17-02-2020,3,3,3,3,4,2
City 2,17-02-2020,17-02-2020,108,83,46,41,37,33
City 2,17-02-2020,17-02-2020,42,26,26,12,12,11
City 2,18-02-2020,17-02-2020,3,3,1,1,1,1
City 2,18-02-2020,17-02-2020,146,119,55,44,42,32
City 2,18-02-2020,17-02-2020,65,43,25,15,12,9
City 2,19-02-2020,17-02-2020,4,4,1,1,1,2
City 2,19-02-2020,17-02-2020,185,169,58,47,40,38
City 2,19-02-2020,17-02-2020,51,47,33,19,17,11
City 2,20-02-2020,17-02-2020,1,1,1,1,1,2
City 2,20-02-2020,17-02-2020,169,153,51,45,47,37
City 2,20-02-2020,17-02-2020,35,25,24,8,8,8
City 2,21-02-2020,17-02-2020,3,3,0,0,0,0
City 2,21-02-2020,17-02-2020,190,173,65,60,55,37
City 2,21-02-2020,17-02-2020,42,33,31,25,17,10
City 2,22-02-2020,17-02-2020,5,5,2,2,1,0
City 2,22-02-2020,17-02-2020,201,177,78,66,66,63
City 2,22-02-2020,17-02-2020,39,32,29,21,22,24
City 2,23-02-2020,17-02-2020,15,15,7,6,5,4
City 2,23-02-2020,17-02-2020,166,145,70,62,61,69
City 2,23-02-2020,17-02-2020,48,36,35,27,27,25
City 2,24-02-2020,24-02-2020,7,7,3,2,1,1
City 2,24-02-2020,24-02-2020,117,93,41,28,28,32
City 2,24-02-2020,24-02-2020,53,35,22,15,13,9
City 2,25-02-2020,24-02-2020,14,14,2,3,2,1
City 2,25-02-2020,24-02-2020,149,127,54,48,47,39
City 2,25-02-2020,24-02-2020,67,58,32,12,10,12
City 2,26-02-2020,24-02-2020,10,10,1,2,3,2
City 2,26-02-2020,24-02-2020,193,174,41,29,28,34
City 2,26-02-2020,24-02-2020,39,25,17,11,11,10
City 2,27-02-2020,24-02-2020,1,1,1,1,1,2
City 2,27-02-2020,24-02-2020,228,216,52,42,41,36
City 2,27-02-2020,24-02-2020,57,44,21,13,11,7
City 2,28-02-2020,24-02-2020,3,3,2,2,2,1
City 2,28-02-2020,24-02-2020,201,182,56,47,46,38
City 2,28-02-2020,24-02-2020,50,42,21,17,18,18
City 2,29-02-2020,24-02-2020,5,3,3,3,3,2
City 2,29-02-2020,24-02-2020,205,163,69,62,56,45
City 2,29-02-2020,24-02-2020,79,58,58,40,31,10
City 2,1/3/20,24-02-2020,10,10,6,6,5,7
City 2,1/3/20,24-02-2020,267,247,91,83,80,96
City 2,1/3/20,24-02-2020,67,47,45,30,28,45
City 2,2/3/20,2/3/20,6,5,2,2,2,1
City 2,2/3/20,2/3/20,125,106,51,39,39,28
City 2,2/3/20,2/3/20,44,28,28,16,11,12
City 2,3/3/20,2/3/20,6,6,2,2,2,4
City 2,3/3/20,2/3/20,226,209,61,47,46,42
City 2,3/3/20,2/3/20,33,29,26,17,16,15
City 2,4/3/20,2/3/20,3,3,1,1,1,1
City 2,4/3/20,2/3/20,149,128,64,59,56,39
City 2,4/3/20,2/3/20,35,28,26,13,10,9
City 2,5/3/20,2/3/20,5,5,0,0,0,0
City 2,5/3/20,2/3/20,154,137,45,34,39,49
City 2,5/3/20,2/3/20,49,37,29,21,21,12
City 2,6/3/20,2/3/20,5,5,2,2,2,1
City 2,6/3/20,2/3/20,113,96,51,42,40,27
City 2,6/3/20,2/3/20,55,37,34,20,18,11
City 2,7/3/20,2/3/20,9,9,4,4,4,4
City 2,7/3/20,2/3/20,219,197,84,73,69,54
City 2,7/3/20,2/3/20,58,36,35,21,21,19
City 2,8/3/20,2/3/20,11,11,8,8,8,9
City 2,8/3/20,2/3/20,177,148,88,71,69,86
City 2,8/3/20,2/3/20,64,43,40,31,28,28
City 2,9/3/20,9/3/20,53,37,33,26,23,27
City 2,9/3/20,9/3/20,41,28,26,11,9,8
City 2,10/3/20,9/3/20,17,4,4,0,0,0
City 2,10/3/20,9/3/20,13,3,3,1,0,0
City 2,11/3/20,9/3/20,7,6,5,5,4,2
City 2,11/3/20,9/3/20,109,88,43,27,25,23
City 2,11/3/20,9/3/20,54,27,27,15,15,7
City 2,12/3/20,9/3/20,8,8,3,3,3,6
City 2,12/3/20,9/3/20,161,129,71,57,57,32
City 2,12/3/20,9/3/20,51,37,37,16,13,16
City 2,13-03-2020,9/3/20,6,6,2,2,1,1
City 2,13-03-2020,9/3/20,169,123,81,57,50,36
City 2,13-03-2020,9/3/20,86,55,48,32,27,21
City 2,14-03-2020,9/3/20,12,10,5,5,5,5
City 2,14-03-2020,9/3/20,203,162,124,83,84,50
City 2,14-03-2020,9/3/20,128,90,67,44,47,35
City 2,15-03-2020,9/3/20,8,7,4,4,2,2
City 2,15-03-2020,9/3/20,224,176,129,117,110,94
City 2,15-03-2020,9/3/20,109,69,55,36,35,37
City 2,16-03-2020,16-03-2020,10,10,8,8,10,9
City 2,16-03-2020,16-03-2020,220,140,89,65,60,59
City 2,16-03-2020,16-03-2020,127,54,53,35,26,13
City 2,17-03-2020,16-03-2020,14,14,8,8,7,7
City 2,17-03-2020,16-03-2020,293,193,168,146,138,98
City 2,17-03-2020,16-03-2020,235,93,85,55,51,41
City 2,18-03-2020,16-03-2020,31,27,23,23,19,13
City 2,18-03-2020,16-03-2020,398,236,215,194,186,136
City 2,18-03-2020,16-03-2020,349,140,139,99,78,63
City 2,19-03-2020,16-03-2020,16,15,15,15,14,17
City 2,19-03-2020,16-03-2020,432,272,233,209,188,163
City 2,19-03-2020,16-03-2020,350,155,149,99,94,76
City 2,20-03-2020,16-03-2020,23,21,13,13,12,10
City 2,20-03-2020,16-03-2020,508,280,266,231,219,167
City 2,20-03-2020,16-03-2020,427,140,133,93,93,83
City 2,21-03-2020,16-03-2020,31,29,21,21,23,18
City 2,21-03-2020,16-03-2020,661,341,324,284,285,253
City 2,21-03-2020,16-03-2020,426,150,144,102,95,93
City 2,22-03-2020,16-03-2020,10,9,0,0,0,1
City 2,22-03-2020,16-03-2020,274,106,101,82,56,14
City 2,22-03-2020,16-03-2020,197,41,41,33,35,10
City 2,23-03-2020,23-03-2020,14,13,13,13,13,11
City 2,23-03-2020,23-03-2020,504,221,207,193,195,133
City 2,23-03-2020,23-03-2020,445,106,100,75,72,57
City 2,24-03-2020,23-03-2020,24,23,21,21,16,8
City 2,24-03-2020,23-03-2020,263,118,115,93,88,87
City 2,24-03-2020,23-03-2020,228,44,43,25,27,27
City 2,25-03-2020,23-03-2020,2,2,2,2,4,3
